,IN_ACESSIBILIDADE_INEXISTENTE,DEF_LOCOMOCAO,DEF_AUDITIVA,DEF_VISUAL,FEDERAL,ESTADUAL,MUNICIPAL,PRIVADA,URBANA,RURAL
1118,True,False,False,False,False,False,True,False,True,False
1119,False,False,False,False,False,False,False,True,True,False
1120,True,False,False,False,False,True,False,False,False,True
1121,True,False,False,False,False,False,False,True,True,False
1122,False,True,True,True,False,False,False,True,True,False
1123,False,True,False,False,False,False,False,True,True,False
1124,True,False,False,False,False,False,False,True,True,False
1125,False,True,False,False,False,False,True,False,False,True
1126,False,True,False,False,False,False,True,False,False,True
1127,True,False,False,False,False,False,True,False,False,True
1128,True,False,False,False,False,False,False,True,True,False
1129,False,False,True,False,False,False,True,False,True,False
1130,False,True,False,False,False,False,False,True,True,False
1131,False,False,False,False,False,False,False,True,True,False
1132,True,False,False,False,False,False,False,True,True,False
1133,True,False,False,False,False,False,True,False,False,True
1134,False,True,False,False,False,False,False,True,True,False
1135,True,False,False,False,False,True,False,False,False,True
1136,False,True,False,False,False,False,False,True,True,False
1137,False,False,False,False,False,False,False,True,True,False
1138,False,False,False,False,False,False,False,True,True,False
1139,False,False,False,False,False,False,False,True,True,False
1140,False,True,False,False,False,False,False,True,True,False
1141,False,True,True,True,False,False,False,True,True,False
1142,False,True,False,False,False,False,True,False,False,True
1143,False,False,False,False,False,False,True,False,False,True
1144,True,False,False,False,False,False,False,True,True,False
1145,False,False,False,False,False,False,False,True,True,False
1146,True,False,False,False,False,True,False,False,False,True
1147,True,False,False,False,False,False,False,True,True,False
1148,False,True,True,False,False,False,False,True,True,False
1149,True,False,False,False,False,False,True,False,False,True
1150,False,True,False,False,False,False,False,True,True,False
1151,False,False,False,False,False,True,False,False,False,True
1152,False,True,False,False,False,False,False,True,True,False
1153,False,False,False,False,False,False,False,True,True,False
1154,True,False,False,False,False,False,False,True,True,False
1155,True,False,False,False,False,False,True,False,False,True
1156,False,False,False,False,False,False,True,False,False,True
1157,False,True,False,True,False,False,False,True,True,False
1158,False,False,False,False,False,False,False,True,True,False
1159,True,False,False,False,False,False,True,False,False,True
1160,False,True,False,False,False,False,True,False,True,False
1161,True,False,False,False,False,False,False,True,True,False
1162,True,False,False,False,False,False,True,False,False,True
1163,False,True,False,False,False,False,False,True,True,False
1164,False,True,True,False,False,False,False,True,True,False
1165,True,False,False,False,False,False,True,False,False,True
1166,True,False,False,False,False,False,False,True,True,False
1167,False,True,True,False,False,False,False,True,True,False
1168,False,True,False,False,False,False,False,True,True,False
1169,False,True,True,False,False,False,False,True,True,False
1170,False,False,False,False,False,False,False,True,True,False
1171,False,True,False,False,False,False,True,False,True,False
1172,False,True,False,False,False,False,True,False,False,True
1173,False,True,False,False,False,False,False,True,True,False
1174,False,True,True,False,False,False,False,True,True,False
1175,False,False,False,False,False,False,False,True,True,False
1176,True,False,False,False,False,False,True,False,True,False
1177,True,False,False,False,False,False,True,False,False,True
1178,False,False,True,False,False,False,False,True,True,False
1179,False,False,False,False,False,False,True,False,False,True
1180,False,True,False,False,False,True,False,False,True,False
1181,True,False,False,False,False,False,True,False,False,True
1182,False,True,False,False,False,False,True,False,True,False
1183,True,False,False,False,False,True,False,False,True,False
1184,False,True,True,False,False,False,False,True,True,False
1185,True,False,False,False,False,False,True,False,False,True
1186,True,False,False,False,False,False,True,False,False,True
1187,False,True,False,False,False,True,False,False,False,True
1188,False,True,False,False,False,False,False,True,True,False
1189,False,False,False,False,False,True,False,False,False,True
1190,True,False,False,False,False,False,False,True,True,False
1191,False,True,False,False,False,False,True,False,False,True
1192,False,True,False,False,False,False,False,True,True,False
1193,False,False,False,False,False,False,False,True,True,False
1194,True,False,False,False,False,True,False,False,True,False
1195,True,False,False,False,False,False,True,False,False,True
1196,False,True,True,False,False,True,False,False,False,True
1197,False,True,False,False,False,False,True,False,True,False
1198,True,False,False,False,False,True,False,False,False,True
1199,True,False,False,False,False,False,True,False,False,True
1200,False,False,False,False,False,False,False,True,True,False
1201,True,False,False,False,False,False,True,False,False,True
1202,False,True,False,False,False,False,False,True,True,False
1203,True,False,False,False,False,True,False,False,False,True
1204,False,True,False,False,False,False,False,True,True,False
1205,False,False,False,False,False,False,False,True,True,False
1206,True,False,False,False,False,False,True,False,False,True
1207,False,True,True,False,False,False,False,True,True,False
1208,False,False,True,True,False,False,True,False,False,True
1209,False,True,True,False,False,True,False,False,True,False
1210,False,True,False,False,False,False,False,True,True,False
1211,False,True,False,False,False,False,False,True,True,False
1212,False,True,False,False,False,False,False,True,True,False
1213,False,False,False,False,False,False,False,True,True,False
1214,True,False,False,False,False,False,True,False,True,False
1215,True,False,False,False,False,False,True,False,False,True
1216,False,True,True,False,False,False,False,True,True,False
1217,False,True,False,False,False,False,False,True,True,False
1218,False,True,False,False,False,False,True,False,False,True
1219,False,False,False,False,False,False,False,True,True,False
1220,False,False,False,False,False,False,False,True,True,False
1221,False,True,False,True,False,False,False,True,True,False
1222,False,False,False,False,False,False,True,False,False,True
1223,False,True,False,False,False,False,False,True,True,False
1224,True,False,False,False,False,False,True,False,False,True
1225,True,False,False,False,False,False,True,False,True,False
1226,False,True,False,False,False,False,False,True,True,False
1227,False,False,True,False,False,True,False,False,False,True
1228,False,True,True,False,False,True,False,False,True,False
1229,False,False,False,False,False,False,True,False,False,True
1230,False,False,False,False,False,False,False,True,True,False
1231,False,True,False,False,False,False,False,True,True,False
1232,False,True,False,False,False,False,False,True,False,True
1233,False,False,False,False,False,False,False,True,True,False
1234,False,True,False,False,False,False,True,False,True,False
1235,True,False,False,False,False,False,False,True,True,False
1236,True,False,False,False,False,False,False,True,True,False
1237,False,False,False,False,False,False,False,True,True,False
1238,False,True,False,False,False,False,False,True,True,False
1239,False,True,False,False,False,False,False,True,True,False
1240,False,True,False,False,False,False,False,True,True,False
1241,False,True,False,False,False,False,False,True,True,False
1242,False,True,True,False,False,True,False,False,False,True
1243,False,True,True,True,False,False,False,True,True,False
1244,False,False,False,False,False,False,False,True,True,False
1245,False,True,False,False,False,False,True,False,True,False
1246,False,True,False,False,False,False,False,True,True,False
1247,True,False,False,False,False,False,True,False,True,False
1248,False,True,False,False,False,False,False,True,True,False
1249,True,False,False,False,False,True,False,False,False,True
1250,False,False,False,False,False,False,True,False,False,True
1251,True,False,False,False,False,False,True,False,True,False
1252,False,True,False,False,False,False,True,False,False,True
1253,False,True,False,True,False,False,False,True,True,False
1254,True,False,False,False,False,False,True,False,False,True
1255,False,True,False,False,False,True,False,False,False,True
1256,False,False,False,False,False,False,True,False,False,True
1257,False,False,False,False,False,False,False,True,True,False
1258,False,True,False,False,False,False,False,True,True,False
1259,False,True,False,False,False,False,True,False,True,False
1260,False,False,False,False,False,False,True,False,False,True
1261,False,True,False,False,False,False,False,True,True,False
1262,True,False,False,False,False,False,False,True,True,False
1263,False,False,False,False,False,False,False,True,True,False
1264,False,True,False,False,False,False,False,True,True,False
1265,True,False,False,False,False,False,False,True,True,False
1266,False,True,False,False,False,False,False,True,True,False
1267,False,False,False,False,False,False,False,True,True,False
1268,False,True,False,False,False,True,False,False,True,False
1269,False,True,False,False,False,False,False,True,True,False
1270,True,False,False,False,False,True,False,False,True,False
1271,False,False,False,False,False,False,False,True,True,False
1272,False,True,False,False,False,False,False,True,True,False
1273,False,False,False,False,False,False,False,True,True,False
1274,False,True,False,False,False,False,True,False,True,False
1275,False,True,False,False,False,False,True,False,False,True
1276,False,False,False,False,False,False,False,True,True,False
1277,False,False,False,False,False,False,True,False,True,False
1278,True,False,False,False,False,False,True,False,False,True
1279,False,True,False,False,False,False,False,True,True,False
1280,True,False,False,False,False,False,False,True,True,False
1281,True,False,False,False,False,False,False,True,True,False
1282,False,True,False,False,False,False,False,True,True,False
1283,False,True,False,False,False,False,False,True,True,False
1284,False,False,False,False,False,False,False,True,True,False
1285,True,False,False,False,False,False,False,True,True,False
1286,False,True,True,False,False,False,False,True,True,False
1287,True,False,False,False,False,False,True,False,True,False
1288,False,True,False,False,False,False,False,True,True,False
1289,True,False,False,False,False,True,False,False,False,True
1290,False,False,True,False,False,False,False,True,True,False
1291,True,False,False,False,False,False,False,True,True,False
1292,False,False,False,False,False,False,False,True,True,False
1293,False,False,False,False,False,False,False,True,True,False
1294,False,False,True,False,False,False,False,True,True,False
1295,False,True,False,False,False,False,False,True,True,False
1296,False,False,False,False,False,False,True,False,False,True
1297,False,True,False,False,False,False,True,False,True,False
1298,False,True,False,False,False,True,False,False,True,False
1299,False,True,False,False,False,False,False,True,True,False
1300,False,True,True,False,False,False,True,False,True,False
1301,False,True,False,False,False,False,True,False,False,True
1302,False,True,True,False,False,False,False,True,True,False
1303,False,True,True,False,False,False,False,True,True,False
1304,True,False,False,False,False,False,False,True,True,False
1305,False,True,True,False,False,False,False,True,True,False
1306,False,True,False,False,False,False,False,True,True,False
1307,True,False,False,False,False,True,False,False,False,True
1308,False,True,True,False,False,False,False,True,True,False
1309,False,True,False,False,False,False,False,True,True,False
1310,False,False,False,False,False,False,True,False,False,True
1311,True,False,False,False,False,False,False,True,True,False
1312,False,False,False,False,False,False,True,False,False,True
1313,True,False,False,False,False,False,False,True,True,False
1314,False,True,False,False,False,False,False,True,True,False
1315,False,True,False,False,False,False,False,True,True,False
1316,False,True,False,False,False,False,False,True,True,False
1317,True,False,False,False,False,False,True,False,False,True
1318,False,True,True,False,False,True,False,False,False,True
1319,True,False,False,False,False,True,False,False,True,False
1320,False,True,False,False,False,False,True,False,False,True
1321,False,False,False,False,False,False,False,True,True,False
1322,False,True,False,False,False,False,False,True,True,False
1323,False,False,False,False,False,False,True,False,True,False
1324,False,True,False,False,False,False,False,True,True,False
1325,False,True,False,False,False,False,False,True,True,False
1326,True,False,False,False,False,False,True,False,True,False
1327,False,True,False,False,False,False,False,True,True,False
1328,False,False,False,False,False,False,True,False,True,False
1329,False,True,False,False,False,False,True,False,False,True
1330,False,True,False,False,False,False,False,True,True,False
1331,False,False,False,False,False,False,True,False,False,True
1332,False,True,True,False,False,False,False,True,True,False
1333,False,True,False,False,False,False,False,True,True,False
1334,False,True,False,False,False,False,False,True,True,False
1335,False,True,False,False,False,False,True,False,False,True
1336,True,False,False,False,False,False,False,True,True,False
1337,False,False,True,False,False,False,False,True,True,False
1338,True,False,False,False,False,False,True,False,True,False
1339,True,False,False,False,False,False,True,False,False,True
1340,False,True,False,False,False,False,True,False,True,False
1341,False,False,False,False,False,False,False,True,True,False
1342,False,True,False,False,False,False,False,True,True,False
1343,False,False,True,False,False,False,False,True,True,False
1344,False,False,False,False,False,False,False,True,True,False
1345,True,False,False,False,False,False,True,False,False,True
1346,False,True,False,False,False,False,False,True,True,False
1347,True,False,False,False,False,False,True,False,True,False
1348,False,True,False,False,False,False,False,True,True,False
1349,False,False,True,True,False,False,False,True,True,False
1350,False,True,True,False,False,False,False,True,True,False
1351,False,False,False,False,False,False,False,True,True,False
1352,False,True,False,False,False,False,False,True,True,False
1353,False,True,False,False,False,False,False,True,True,False
1354,True,False,False,False,False,False,True,False,True,False
1355,True,False,False,False,False,False,False,True,True,False
1356,False,True,False,False,False,False,False,True,True,False
1357,False,False,False,False,False,False,False,True,True,False
1358,False,False,False,False,False,False,True,False,False,True
1359,False,True,False,False,False,False,False,True,True,False
1360,True,False,False,False,False,True,False,False,False,True
1361,False,True,True,False,False,False,False,True,True,False
1362,False,True,False,False,False,False,False,True,True,False
1363,False,True,False,False,False,False,False,True,True,False
1364,False,False,True,False,False,False,False,True,True,False
1365,True,False,False,False,False,True,False,False,True,False
1366,True,False,False,False,False,False,True,False,False,True
1367,False,True,False,False,False,False,False,True,True,False
1368,False,False,False,False,False,False,False,True,True,False
1369,False,True,False,False,False,True,False,False,True,False
1370,False,True,True,False,False,False,False,True,True,False
1371,False,True,False,False,False,False,True,False,False,True
1372,False,False,False,False,False,False,False,True,True,False
1373,False,True,False,False,False,False,False,True,True,False
1374,True,False,False,False,False,False,True,False,True,False
1375,False,True,False,False,False,False,False,True,True,False
1376,False,True,False,False,False,False,True,False,False,True
1377,False,True,True,False,False,False,False,True,True,False
1378,False,True,False,False,False,False,False,True,True,False
1379,True,False,False,False,False,True,False,False,False,True
1380,True,False,False,False,False,True,False,False,False,True
1381,False,True,True,False,False,True,False,False,False,True
1382,True,False,False,False,False,False,True,False,False,True
1383,False,True,False,False,False,False,False,True,True,False
1384,False,False,True,False,False,False,True,False,True,False
1385,False,True,True,True,False,False,False,True,True,False
1386,False,True,False,False,False,False,False,True,True,False
1387,True,False,False,False,False,False,True,False,True,False
1388,False,False,False,False,False,False,True,False,False,True
1389,True,False,False,False,False,False,False,True,True,False
1390,False,True,False,True,False,False,False,True,True,False
1391,False,True,False,False,False,False,False,True,True,False
1392,False,False,False,False,False,False,True,False,False,True
1393,False,True,False,False,False,False,False,True,True,False
1394,False,False,False,False,False,False,True,False,False,True
1395,False,True,True,False,False,True,False,False,False,True
1396,False,True,False,False,False,False,True,False,True,False
1397,False,True,False,False,False,False,True,False,True,False
1398,False,True,False,False,False,True,False,False,False,True
1399,True,False,False,False,False,False,False,True,True,False
1400,True,False,False,False,False,False,False,True,True,False
1401,False,True,True,False,False,False,False,True,True,False
1402,False,False,False,False,False,False,False,True,True,False
1403,False,True,False,False,False,False,False,True,True,False
1404,False,False,False,False,False,False,False,True,True,False
1405,False,True,False,False,False,False,False,True,True,False
1406,True,False,False,False,False,False,False,True,True,False
1407,False,False,False,False,False,False,True,False,False,True
1408,False,False,True,False,False,False,False,True,True,False
1409,True,False,False,False,False,False,False,True,True,False
1410,False,True,False,False,False,False,True,False,False,True
1411,True,False,False,False,False,False,True,False,False,True
1412,False,True,False,False,False,False,False,True,True,False
1413,False,True,False,False,False,False,False,True,True,False
1414,False,True,False,False,False,False,False,True,True,False
1415,False,False,False,False,False,False,False,True,True,False
1416,True,False,False,False,False,False,True,False,True,False
1417,True,False,False,False,False,True,False,False,False,True
1418,False,True,False,False,False,False,False,True,True,False
1419,False,True,False,False,False,False,False,True,True,False
1420,False,True,True,False,False,False,False,True,True,False
1421,False,True,False,False,False,False,True,False,False,True
1422,False,False,False,False,False,False,False,True,True,False
1423,False,False,False,False,False,False,False,True,True,False
1424,True,False,False,False,False,False,True,False,True,False
1425,False,True,False,False,False,False,False,True,True,False
1426,False,False,False,False,False,False,True,False,True,False
1427,True,False,False,False,False,False,False,True,True,False
1428,False,False,False,False,False,False,True,False,True,False
1429,False,True,False,False,False,False,False,True,True,False
1430,True,False,False,False,False,False,True,False,False,True
1431,False,True,False,False,False,False,False,True,True,False
1432,False,False,False,False,False,False,True,False,False,True
1433,False,True,True,False,False,False,True,False,False,True
1434,False,True,True,False,False,False,False,True,True,False
1435,False,True,True,False,False,False,False,True,True,False
1436,True,False,False,False,False,False,False,True,True,False
1437,False,False,False,False,False,False,True,False,True,False
1438,True,False,False,False,False,False,True,False,False,True
1439,False,False,True,True,False,False,False,True,True,False
1440,False,True,False,False,False,False,False,True,True,False
1441,False,True,True,False,False,False,False,True,True,False
1442,True,False,False,False,False,False,True,False,False,True
1443,False,False,False,False,False,False,False,True,True,False
1444,False,True,False,False,False,False,False,True,True,False
1445,False,False,False,False,False,False,False,True,True,False
1446,True,False,False,False,False,False,False,True,True,False
1447,True,False,False,False,False,False,True,False,False,True
1448,True,False,False,False,False,False,True,False,True,False
1449,False,True,True,False,False,False,True,False,True,False
1450,True,False,False,False,False,False,True,False,False,True
1451,False,True,True,False,False,True,False,False,False,True
1452,False,False,False,False,False,False,False,True,True,False
1453,False,False,False,True,False,False,True,False,False,True
1454,False,False,False,False,False,False,True,False,False,True
1455,False,True,False,False,False,False,False,True,True,False
1456,False,True,False,False,False,False,False,True,True,False
1457,True,False,False,False,False,False,False,True,True,False
1458,False,True,False,False,False,False,False,True,True,False
1459,False,True,False,False,False,False,False,True,True,False
1460,False,True,False,False,False,False,False,True,True,False
1461,True,False,False,False,False,True,False,False,False,True
1462,True,False,False,False,False,False,False,True,True,False
1463,True,False,False,False,False,True,False,False,False,True
1464,False,True,False,False,False,False,True,False,False,True
1465,False,True,False,False,False,False,True,False,True,False
1466,True,False,False,False,False,False,True,False,True,False
1467,True,False,False,False,False,False,False,True,True,False
1468,False,False,False,False,False,False,False,True,True,False
1469,False,True,False,False,False,False,True,False,False,True
1470,True,False,False,False,False,False,False,True,True,False
1471,False,False,False,False,False,False,False,True,True,False
1472,False,False,False,False,False,False,False,True,True,False
1473,False,False,False,False,False,False,True,False,False,True
1474,False,False,False,False,False,False,True,False,False,True
1475,False,True,False,False,False,False,False,True,True,False
1476,True,False,False,False,False,False,False,True,True,False
1477,True,False,False,False,False,True,False,False,True,False
1478,False,True,False,False,False,False,False,True,True,False
1479,False,True,False,False,False,False,False,True,True,False
1480,False,True,False,False,False,False,False,True,True,False
1481,False,True,False,False,False,True,False,False,False,True
1482,False,True,False,False,False,False,False,True,True,False
1483,True,False,False,False,False,False,False,True,True,False
1484,False,True,False,False,False,False,True,False,True,False
1485,False,False,False,False,False,True,False,False,True,False
1486,False,False,False,False,False,False,True,False,True,False
1487,True,False,False,False,False,False,True,False,False,True
1488,False,True,False,False,False,False,False,True,True,False
1489,False,False,False,False,False,False,True,False,True,False
1490,True,False,False,False,False,False,True,False,False,True
1491,False,True,False,False,False,False,False,True,True,False
1492,True,False,False,False,False,False,True,False,True,False
1493,False,True,False,True,False,False,False,True,True,False
1494,False,True,False,False,False,False,False,True,True,False
1495,True,False,False,False,False,False,False,True,True,False
1496,True,False,False,False,False,False,True,False,False,True
1497,False,True,False,False,False,True,False,False,False,True
1498,False,True,False,False,False,False,False,True,True,False
1499,False,True,True,False,False,False,False,True,True,False
1500,True,False,False,False,False,False,True,False,True,False
1501,False,True,False,False,False,False,True,False,False,True
1502,False,True,False,False,False,False,True,False,True,False
1503,False,True,False,False,False,False,False,True,True,False
1504,False,False,False,False,False,False,True,False,False,True
1505,True,False,False,False,False,True,False,False,False,True
1506,False,False,True,False,False,False,False,True,True,False
1507,False,False,False,False,False,False,True,False,False,True
1508,False,True,False,False,False,False,True,False,False,True
1509,False,True,True,False,False,False,False,True,True,False
1510,False,False,False,False,False,False,False,True,True,False
1511,True,False,False,False,False,False,False,True,True,False
1512,False,False,True,False,False,True,False,False,False,True
1513,False,False,True,False,False,False,False,True,True,False
1514,False,True,False,False,False,False,False,True,True,False
1515,False,False,False,False,False,False,False,True,True,False
1516,False,True,True,False,False,False,True,False,True,False
1517,True,False,False,False,False,False,True,False,False,True
1518,False,True,False,False,False,False,True,False,False,True
1519,False,True,False,False,False,False,False,True,True,False
1520,False,False,False,False,False,False,False,True,True,False
1521,True,False,False,False,False,False,True,False,False,True
1522,True,False,False,False,False,False,False,True,True,False
1523,True,False,False,False,False,False,False,True,True,False
1524,False,False,False,False,False,False,False,True,True,False
1525,True,False,False,False,False,False,False,True,True,False
1526,False,False,False,False,False,False,True,False,False,True
1527,False,True,False,False,False,False,False,True,True,False
1528,False,True,False,False,False,False,False,True,True,False
1529,False,True,False,False,False,False,True,False,False,True
1530,True,False,False,False,False,False,True,False,True,False
1531,False,False,False,False,False,False,False,True,True,False
1532,False,True,False,False,False,True,False,False,False,True
1533,False,False,False,False,False,False,True,False,False,True
1534,False,True,False,False,False,False,False,True,True,False
1535,False,False,False,False,False,False,True,False,True,False
1536,False,True,False,False,False,False,False,True,True,False
1537,False,True,False,False,False,False,False,True,False,True
1538,False,True,True,False,False,False,False,True,True,False
1539,False,False,False,False,False,False,True,False,False,True
1540,False,False,False,False,False,False,False,True,True,False
1541,False,True,True,False,False,False,False,True,True,False
1542,False,False,False,False,False,False,True,False,True,False
1543,False,True,False,False,False,False,False,True,False,True
1544,False,True,False,False,False,False,False,True,True,False
1545,False,True,False,False,False,False,False,True,True,False
1546,False,False,False,False,False,False,False,True,True,False
1547,False,True,True,False,False,False,False,True,True,False
1548,True,False,False,False,False,False,True,False,True,False
1549,True,False,False,False,False,True,False,False,False,True
1550,False,True,False,False,False,False,False,True,True,False
1551,False,True,True,False,False,False,False,True,True,False
1552,False,True,False,False,False,False,False,True,True,False
1553,False,False,False,False,False,False,True,False,False,True
1554,False,False,False,False,False,False,False,True,True,False
1555,False,True,False,False,False,False,False,True,True,False
1556,False,True,False,False,False,True,False,False,False,True
1557,False,True,False,False,False,False,True,False,False,True
1558,False,False,False,False,False,False,False,True,True,False
1559,False,False,False,False,False,False,False,True,True,False
1560,False,False,False,False,False,False,True,False,True,False
1561,False,True,False,False,False,False,True,False,True,False
1562,False,False,False,False,False,False,False,True,True,False
1563,False,False,False,False,False,False,False,True,True,False
1564,False,False,True,False,False,False,False,True,True,False
1565,False,True,False,False,False,False,False,True,True,False
1566,True,False,False,False,False,False,True,False,True,False
1567,False,False,False,False,False,False,False,True,True,False
1568,False,False,True,False,False,False,False,True,True,False
1569,True,False,False,False,False,False,True,False,False,True
1570,False,True,False,False,False,False,False,True,True,False
1571,False,False,False,False,False,True,False,False,False,True
1572,False,False,False,False,False,False,True,False,True,False
1573,False,False,False,False,False,False,False,True,True,False
1574,True,False,False,False,False,False,True,False,True,False
1575,True,False,False,False,False,False,True,False,False,True
1576,False,True,False,False,False,True,False,False,False,True
1577,False,False,True,False,False,True,False,False,False,True
1578,False,False,False,False,False,False,False,True,True,False
1579,False,True,False,False,False,True,False,False,False,True
1580,False,True,True,False,False,False,False,True,True,False
1581,False,True,False,False,False,False,False,True,True,False
1582,False,True,False,False,False,False,False,True,True,False
1583,False,True,False,False,False,False,False,True,True,False
1584,False,False,False,False,False,False,False,True,True,False
1585,True,False,False,False,False,True,False,False,False,True
1586,False,False,False,False,False,True,False,False,False,True
1587,False,True,False,False,False,False,True,False,True,False
1588,False,True,False,False,False,True,False,False,False,True
1589,False,True,False,True,False,False,True,False,True,False
1590,False,False,False,False,False,False,True,False,False,True
1591,True,False,False,False,False,True,False,False,False,True
1592,False,True,False,False,False,False,True,False,True,False
1593,False,False,False,False,False,False,False,True,True,False
1594,False,True,False,False,False,False,True,False,False,True
1595,False,True,False,False,False,False,True,False,False,True
1596,False,True,True,False,False,True,False,False,False,True
1597,False,False,False,False,False,False,False,True,True,False
1598,False,True,True,False,False,False,False,True,True,False
1599,False,False,True,False,False,False,False,True,True,False
1600,False,True,True,False,False,False,False,True,True,False
1601,False,True,True,False,False,True,False,False,True,False
1602,False,False,False,False,False,False,False,True,True,False
1603,True,False,False,False,False,False,True,False,False,True
1604,False,True,True,False,False,False,False,True,True,False
1605,False,True,False,False,False,False,False,True,True,False
1606,False,True,False,False,False,False,True,False,True,False
1607,False,True,False,False,False,False,True,False,True,False
1608,False,False,True,False,False,False,False,True,True,False
1609,False,True,False,False,False,False,False,True,True,False
1610,False,True,False,False,False,False,False,True,False,True
1611,False,True,False,False,False,True,False,False,True,False
1612,False,True,False,False,False,False,True,False,False,True
1613,False,True,False,False,False,False,True,False,True,False
1614,False,False,False,False,False,False,False,True,True,False
1615,False,True,False,False,False,False,False,True,True,False
1616,False,True,False,False,False,False,False,True,True,False
1617,False,False,False,False,False,False,False,True,True,False
1618,False,True,False,False,False,False,False,True,True,False
1619,True,False,False,False,False,False,False,True,True,False
1620,False,False,False,False,False,False,False,True,True,False
1621,False,True,False,False,False,False,True,False,False,True
1622,False,True,False,False,False,False,False,True,True,False
1623,False,True,True,False,False,False,False,True,True,False
1624,False,True,False,False,False,False,False,True,True,False
1625,False,True,False,False,False,False,False,True,True,False
1626,False,False,True,False,False,False,False,True,True,False
1627,False,True,False,False,False,False,False,True,True,False
1628,False,False,False,False,False,False,True,False,False,True
1629,True,False,False,False,False,False,False,True,True,False
1630,False,True,False,False,False,False,False,True,True,False
1631,False,True,True,False,False,False,False,True,True,False
1632,True,False,False,False,False,False,True,False,False,True
1633,False,True,False,False,False,False,False,True,True,False
1634,False,True,False,False,False,False,False,True,True,False
1635,False,True,False,False,False,True,False,False,False,True
1636,False,False,False,False,False,False,False,True,True,False
1637,False,True,False,False,False,False,False,True,True,False
1638,False,True,False,False,False,False,True,False,True,False
1639,False,False,False,False,False,False,True,False,False,True
1640,True,False,False,False,False,False,True,False,True,False
1641,False,False,False,False,False,False,True,False,True,False
1642,True,False,False,False,False,False,True,False,True,False
1643,False,True,False,False,False,True,False,False,False,True
1644,False,True,False,False,False,False,False,True,True,False
1645,False,True,False,False,False,False,False,True,True,False
1646,True,False,False,False,False,False,True,False,True,False
1647,False,True,False,False,False,True,False,False,False,True
1648,False,False,False,False,False,False,True,False,False,True
1649,False,False,False,False,False,False,True,False,False,True
1650,True,False,False,False,False,False,False,True,True,False
1651,True,False,False,False,False,False,False,True,True,False
1652,False,False,False,False,False,False,True,False,False,True
1653,False,True,True,False,False,False,False,True,True,False
1654,False,False,False,False,False,False,False,True,True,False
1655,False,True,False,False,False,False,True,False,True,False
1656,False,False,False,False,False,False,True,False,False,True
1657,False,False,False,False,False,False,True,False,False,True
1658,False,True,False,False,False,False,True,False,False,True
1659,False,False,False,False,False,False,False,True,True,False
1660,False,True,False,False,False,True,False,False,False,True
1661,False,True,False,False,False,False,False,True,True,False
1662,False,True,False,False,False,False,False,True,True,False
1663,True,False,False,False,False,False,True,False,False,True
1664,True,False,False,False,False,False,True,False,False,True
1665,False,True,False,False,False,False,True,False,True,False
1666,False,False,False,False,False,False,True,False,True,False
1667,True,False,False,False,False,False,False,True,True,False
1668,False,False,False,False,False,False,True,False,False,True
1669,False,True,True,False,False,False,False,True,True,False
1670,False,True,True,False,False,False,True,False,True,False
1671,False,True,False,False,False,False,False,True,True,False
1672,False,True,True,False,False,False,False,True,True,False
1673,False,True,True,False,False,False,False,True,True,False
1674,False,False,False,False,False,False,False,True,True,False
1675,False,False,False,False,False,False,True,False,True,False
1676,False,False,False,False,False,False,False,True,True,False
1677,False,True,False,True,False,False,False,True,True,False
1678,True,False,False,False,False,False,False,True,True,False
1679,True,False,False,False,False,False,False,True,True,False
1680,True,False,False,False,False,False,True,False,False,True
1681,False,True,False,False,False,False,True,False,True,False
1682,True,False,False,False,False,True,False,False,False,True
1683,False,True,False,True,False,False,False,True,True,False
1684,True,False,False,False,False,False,False,True,True,False
1685,False,True,False,False,False,False,False,True,True,False
1686,False,True,False,False,False,False,True,False,False,True
1687,False,True,False,False,False,True,False,False,True,False
1688,False,True,False,False,False,False,False,True,True,False
1689,False,True,False,False,False,False,False,True,True,False
1690,True,False,False,False,False,False,True,False,False,True
1691,False,False,False,False,False,False,False,True,True,False
1692,False,True,False,False,False,False,False,True,True,False
1693,False,False,False,False,False,False,True,False,True,False
1694,False,False,False,False,False,False,False,True,True,False
1695,False,False,False,False,False,False,True,False,False,True
1696,False,True,True,True,False,False,False,True,True,False
1697,False,True,False,False,False,False,True,False,False,True
1698,True,False,False,False,False,False,True,False,True,False
1699,False,True,False,False,False,False,False,True,True,False
1700,False,True,False,False,False,False,False,True,True,False
1701,False,True,True,False,False,False,False,True,True,False
1702,True,False,False,False,False,False,True,False,False,True
1703,True,False,False,False,False,False,True,False,True,False
1704,False,False,False,False,False,False,True,False,False,True
1705,False,True,False,False,False,True,False,False,False,True
1706,False,False,False,False,False,False,True,False,True,False
1707,False,True,False,False,False,True,False,False,False,True
1708,True,False,False,False,False,True,False,False,True,False
1709,False,False,False,False,False,False,False,True,True,False
1710,False,False,False,False,False,False,True,False,False,True
1711,False,True,False,False,False,False,False,True,True,False
1712,False,False,False,False,False,False,False,True,True,False
1713,False,True,False,False,False,True,False,False,False,True
1714,False,True,False,False,False,False,True,False,False,True
1715,False,True,False,False,False,False,False,True,True,False
1716,False,False,False,False,False,False,False,True,True,False
1717,True,False,False,False,False,True,False,False,False,True
1718,False,True,False,False,False,False,False,True,True,False
1719,True,False,False,False,False,False,True,False,True,False
1720,False,False,False,False,False,False,True,False,False,True
1721,False,True,False,False,False,True,False,False,False,True
